Dataset,Algorithm,Training Time,homo,compl,v-meas,ARI,AMI,silhouette,AIC,BIC
letter,random diag 28,4.944999933242798,1.0,1.0,1.0,1.0,1.0,-0.029826999993556962,954396.03166442795,961690.95067541883
letter,random diag 29,3.922999858856201,1.0,1.0,1.0,1.0,1.0,-0.04685290531940433,993871.49761519255,1001427.2317154171
letter,random diag 30,3.382999897003174,1.0,1.0,1.0,1.0,1.0,-0.060181042399197533,997482.41056765616,1005298.9597571144
letter,random diag 31,3.38700008392334,1.0,1.0,1.0,1.0,1.0,-0.03308747602585016,998013.45321233233,1006090.8174910243
letter,random full 2,0.6349999904632568,1.0,1.0,1.0,1.0,1.0,0.045348238317842605,1208717.9236856452,1211128.4873891687
letter,random full 3,0.6019999980926514,1.0,1.0,1.0,1.0,1.0,0.078504027933183285,1160907.9113956559,1164527.7086947174
letter,random full 4,0.8490002155303955,1.0,1.0,1.0,1.0,1.0,0.047343461835382059,1141446.4153284649,1146275.4462230646
letter,random full 5,1.440000057220459,1.0,1.0,1.0,1.0,1.0,0.061190061118392508,1119086.8290007887,1125125.0934909263
letter,random full 6,1.2840001583099365,1.0,1.0,1.0,1.0,1.0,0.054469093708286002,1096852.5960656889,1104100.0941513644
letter,random full 7,2.121999979019165,1.0,1.0,1.0,1.0,1.0,0.068903777981006317,1076720.753540884,1085177.4852220977
letter,random full 8,3.370000123977661,1.0,1.0,1.0,1.0,1.0,0.072679564900761509,1057424.667073149,1067090.6323499007
letter,random full 9,4.415999889373779,1.0,1.0,1.0,1.0,1.0,0.025067502132702663,1034052.9797636543,1044928.178635944
letter,random full 10,5.822000026702881,1.0,1.0,1.0,1.0,1.0,0.018379972708619435,1039566.9719883759,1051651.4044562036
letter,random full 11,5.448000192642212,1.0,1.0,1.0,1.0,1.0,0.032370753200771506,997484.10746087274,1010777.7735242385
letter,random full 12,6.187000036239624,1.0,1.0,1.0,1.0,1.0,0.014809329452289166,963356.29664500267,977859.1963039065
letter,random full 13,9.569000005722046,1.0,1.0,1.0,1.0,1.0,0.038235806760479565,918662.8681763669,934375.00143080868
letter,random full 14,3.6030001640319824,1.0,1.0,1.0,1.0,1.0,0.031645106872635644,922513.49763780821,939434.86448778806
letter,random full 15,10.00599980354309,1.0,1.0,1.0,1.0,1.0,0.072023320815054429,975708.25881569716,993838.85926121508
letter,random full 16,7.240999937057495,1.0,1.0,1.0,1.0,1.0,0.036915193674582854,931888.45782015554,951228.29186121142
letter,random full 17,7.950999975204468,1.0,1.0,1.0,1.0,1.0,0.029861234676175779,876779.11653182493,897328.18416841887
letter,random full 18,10.655999898910522,1.0,1.0,1.0,1.0,1.0,0.017965753143287799,891848.71906092623,913607.02029305825
letter,random full 19,10.427000045776367,1.0,1.0,1.0,1.0,1.0,0.038118834881231793,920350.15402349329,943317.68885116326
letter,random full 20,11.664999961853027,1.0,1.0,1.0,1.0,1.0,0.010432618679493914,915800.76017861511,939977.52860182314
letter,random full 21,9.81000018119812,1.0,1.0,1.0,1.0,1.0,0.009549773199176239,862813.38171350793,888199.38373225392
letter,random full 22,10.930999994277954,1.0,1.0,1.0,1.0,1.0,0.01632556579119962,883142.71270652022,909737.94832080428
letter,random full 23,10.085999965667725,1.0,1.0,1.0,1.0,1.0,0.0184485141698532,833895.46131117619,861699.93052099831
letter,random full 24,11.913000106811523,1.0,1.0,1.0,1.0,1.0,0.0051740557687932663,886328.00584889972,915341.7086542598
letter,random full 25,28.180000066757202,1.0,1.0,1.0,1.0,1.0,0.021956417945483992,823367.94425730372,853590.88065820187
letter,random full 26,10.880000114440918,1.0,1.0,1.0,1.0,1.0,0.0120893029442053,825220.01190936519,856652.18190580141
letter,random full 27,21.55399990081787,1.0,1.0,1.0,1.0,1.0,0.023089496155843124,855937.51789413881,888578.92148611299
letter,random full 28,13.674999952316284,1.0,1.0,1.0,1.0,1.0,0.018004035097823633,855468.32007071993,889318.95725823217
letter,random full 29,10.108999967575073,1.0,1.0,1.0,1.0,1.0,-0.001809738532888865,862127.89382790681,897187.76461095712
letter,random full 30,16.19600009918213,1.0,1.0,1.0,1.0,1.0,0.013472494871795802,870898.69047736726,907167.79485595552
letter,random full 31,27.457000017166138,1.0,1.0,1.0,1.0,1.0,0.022407293792886845,850779.1231515496,888257.46112567594
